year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,Unnamed: 8,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2008,November 14th,Vaaranam Aayiram,,,,,,,,,,,,,https://www.the-numbers.com/movie/Vaaranam-Aayiram
2008,November 19th,Harvard Beats Yale 29-29,Documentary,,268431.0,,,,13822.0,3.0,10.6,104.0,,Factual,https://www.the-numbers.com/movie/Harvard-Beats-Yale-29-29
2017,March 3rd,Catfight,Comedy,2665.0,,2665.0,,,,,,96.0,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/Catfight
2008,November 14th,Das Haus der schlafenden SchÃƒÂ¶nen,Drama,,4509.0,,,,1535.0,1.0,4.0,99.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Haus-der-schlafenden-Schonen-Das
2008,November 14th,Quantum of Solace,Action,422323651.0,169368427.0,591692078.0,230000000.0,,67528882.0,3451.0,6.0,106.0,Secret Agent,Contemporary Fiction,https://www.the-numbers.com/movie/Quantum-of-Solace
2008,November 14th,Familiar Strangers,Comedy,,34068.0,,,,11553.0,2.0,3.8,,,Contemporary Fiction,https://www.the-numbers.com/movie/Familiar-Strangers
2008,November 14th,Faded Memories,,,,,,,,,,,,,https://www.the-numbers.com/movie/Faded-Memories
2008,November 14th,Eden,Drama,,16967.0,,,,3084.0,1.0,3.7,83.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Eden-(Ireland)-(2008)
2008,November 14th,The Dukes,Comedy,,26157.0,,,,6067.0,4.0,2.0,,,Contemporary Fiction,https://www.the-numbers.com/movie/Dukes-The
2008,November 14th,Fuel,Documentary,,174255.0,,2500000.0,,4915.0,1.0,3.8,,,Factual,https://www.the-numbers.com/movie/Fuel
2008,November 14th,Dostana,Musical,13097631.0,1235028.0,14332659.0,,,645604.0,74.0,3.2,142.0,Bollywood,Contemporary Fiction,https://www.the-numbers.com/movie/Dostana
2008,November 14th,How About You,Drama,,78234.0,,,,6022.0,1.0,5.9,,,Contemporary Fiction,https://www.the-numbers.com/movie/How-About-You
2008,November 14th,Camille,Adventure,,3849.0,,,,3849.0,10.0,1.0,,,Contemporary Fiction,https://www.the-numbers.com/movie/Camille
2008,November 14th,Un conte de NoÃƒÂ«l,Drama,5587717.0,1060922.0,6648639.0,,,63837.0,7.0,7.6,150.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Conte-de-Noel-Un
2008,November 7th,The World Unseen,Drama,15950.0,17808.0,33758.0,,,9031.0,3.0,3.0,,,Historical Fiction,https://www.the-numbers.com/movie/World-Unseen-The
2008,November 7th,Soul Men,Comedy,263492.0,12082391.0,12345883.0,40000000.0,,5401605.0,2044.0,2.8,103.0,Musicians,Contemporary Fiction,https://www.the-numbers.com/movie/Soul-Men
2008,November 7th,Repo! The Genetic Opera,Musical,58639.0,140244.0,198883.0,8500000.0,,53684.0,8.0,3.5,,Genre Mashup,Science Fiction,https://www.the-numbers.com/movie/Repo-The-Genetic-Opera
2008,November 7th,Role Models,Comedy,27199871.0,67300955.0,94500826.0,28000000.0,,19167085.0,2792.0,5.6,99.0,Bad Role Models,Contemporary Fiction,https://www.the-numbers.com/movie/Role-Models
2008,November 7th,Pray the Devil Back to Hell,Documentary,,90066.0,,,,8227.0,1.0,6.6,,,Factual,https://www.the-numbers.com/movie/Pray-the-Devil-Back-to-Hell
2008,November 12th,Slumdog Millionaire,Drama,242494724.0,141330703.0,383825427.0,14000000.0,,360018.0,10.0,9.2,116.0,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Slumdog-Millionaire
2008,November 7th,"Otto; Or, Up with Dead People",Drama,,11295.0,,,,3456.0,1.0,3.5,,Zombies,Fantasy,https://www.the-numbers.com/movie/Otto-Or-Up-With-the-Dead-People
2008,November 14th,The Beautiful Truth,Documentary,,15387.0,,,,3026.0,1.0,2.0,,,Factual,https://www.the-numbers.com/movie/Beautiful-Truth-The
2011,September 16th,Sound it Out,Documentary,,,,,,,,,,,Factual,https://www.the-numbers.com/movie/Sound-it-Out
2011,September 16th,Romeos,Drama,,,,,,,,,94.0,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/Romeos
2011,September 16th,Prince of Swine,Comedy,,,,,,,,,100.0,Directing Yourself,Contemporary Fiction,https://www.the-numbers.com/movie/Prince-of-Swine
2011,September 16th,Ovsyanki,Drama,70179.0,,70179.0,,,,,,75.0,Foreign Language,Contemporary Fiction,https://www.the-numbers.com/movie/Ovsyanki
2011,September 16th,Restless,Drama,2608758.0,163753.0,2772511.0,8000000.0,,15467.0,5.0,2.0,95.0,Romance,Fantasy,https://www.the-numbers.com/movie/Restless-(2011)
2011,September 16th,Drive,Action,46297241.0,35060689.0,81357930.0,15000000.0,,11340461.0,2886.0,3.8,100.0,Unnamed Character,Contemporary Fiction,https://www.the-numbers.com/movie/Drive
2011,September 16th,"Connected: An Autobiography about Love, Death & Technology",Documentary,,46782.0,,,,13301.0,3.0,0.4,85.0,Directing Yourself,Factual,https://www.the-numbers.com/movie/Connected
2011,September 16th,Caesar & Otto's Summer Camp Massacre,Comedy,,25844.0,,,,11375.0,5.0,2.0,75.0,Directing Yourself,Contemporary Fiction,https://www.the-numbers.com/movie/Caesar-and-Ottos-Summer-Camp-Massacre
2011,September 16th,3,Drama,235718.0,59774.0,295492.0,7200000.0,,9821.0,4.0,6.3,119.0,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/3-(DREI)
2011,September 16th,Jane's Journey,Documentary,,27253.0,,,,6193.0,1.0,5.0,105.0,Biography,Factual,https://www.the-numbers.com/movie/Janes-Journey
2011,September 16th,I Don't Know How She Does It,Comedy,14815389.0,9659074.0,24474463.0,24000000.0,,4402201.0,2476.0,2.5,89.0,Dysfunctional Family,Contemporary Fiction,https://www.the-numbers.com/movie/I-Dont-Know-How-She-Does-It
2011,September 14th,The Mill and the Cross,Drama,,312187.0,,,,11354.0,1.0,7.8,91.0,Artists,Historical Fiction,https://www.the-numbers.com/movie/Mill-and-the-Cross-The
2011,September 16th,Back Door Channels: The Price of Peace,Documentary,,12139.0,,,,3425.0,1.0,2.3,96.0,Political,Factual,https://www.the-numbers.com/movie/Back-Door-Channels
2011,September 14th,Granito: How to Nail a Dictator,Documentary,,40726.0,,,,4330.0,2.0,7.0,100.0,Political,Factual,https://www.the-numbers.com/movie/Granito
2011,September 9th,Where Soldiers Come From,Documentary,,38151.0,,,,,,,90.0,War,Factual,https://www.the-numbers.com/movie/Where-Soldiers-Come-From
2011,September 14th,Hasta la Vista,Comedy,2553.0,,2553.0,,,,,,115.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Hasta-la-Vista-(2011-Belgium)
2011,September 9th,We Were Here,Documentary,,,,,,,,,,,Factual,https://www.the-numbers.com/movie/We-Were-Here
2011,September 9th,Tanner Hall,Drama,,5073.0,,3000000.0,,2803.0,5.0,1.2,95.0,New Guy/Girl in School,Contemporary Fiction,https://www.the-numbers.com/movie/Tanner-Hall
2011,September 9th,The Whale,Documentary,,81212.0,,,,4835.0,2.0,9.2,85.0,Voiceover/Narration,Factual,https://www.the-numbers.com/movie/Whale-The
2011,September 9th,People v. The State of Illusion,Documentary,,42202.0,,,,,,,86.0,Accidental Death,Factual,https://www.the-numbers.com/movie/People-v-The-State-of-Illusion
2010,2010 (Limited) by ,Poppies: Odyssey Of An Opium Eater,Drama,,,,,,,,,93.0,Direct-to-Video,Contemporary Fiction,https://www.the-numbers.com/movie/Poppies-Odyssey-Of-An-Opium-Eater
2011,September 9th,Warrior,Drama,10558270.0,13657115.0,24215385.0,25000000.0,,5242107.0,1869.0,3.4,139.0,Dysfunctional Family,Contemporary Fiction,https://www.the-numbers.com/movie/Warrior
2011,September 9th,Shaolin,Action,35000000.0,66099.0,35066099.0,,,19132.0,10.0,2.5,131.0,Warlord,Historical Fiction,https://www.the-numbers.com/movie/Shaolin
2010,December 24th,Oy Vey! My Son is Gay!,,,89507.0,,,,4042.0,1.0,4.4,,,,https://www.the-numbers.com/movie/Oy-Vey-My-Son-is-Gay
2010,December 25th,L'illusionniste,Adventure,6378475.0,2231474.0,8609949.0,17000000.0,,38594.0,3.0,4.5,80.0,Stage Magician,Historical Fiction,https://www.the-numbers.com/movie/illusionniste-L
2010,December 29th,Det rÃƒÂ¸de kapel,Documentary,,6196.0,,,,2459.0,1.0,2.0,87.0,Performing Arts,Factual,https://www.the-numbers.com/movie/rode-kapel-Det
2010,December 31st,O Estranho Caso de AngÃƒÂ©lica,Drama,,49429.0,,,,7499.0,1.0,12.5,97.0,,,https://www.the-numbers.com/movie/Estranho-Caso-de-Angelica-O
2010,December 24th,Hadewijch,Drama,,5006.0,,,,1892.0,1.0,1.5,,Religious,Contemporary Fiction,https://www.the-numbers.com/movie/Hadewijch
2010,December 25th,Gulliver's Travels,Adventure,189238587.0,42779261.0,232017848.0,112000000.0,,6307691.0,2546.0,4.4,87.0,Writing and Writers,Fantasy,https://www.the-numbers.com/movie/Gullivers-Travels-(2010)
2010,December 29th,Blue Valentine,Drama,6828348.0,9737892.0,16566240.0,1000000.0,,193728.0,4.0,5.5,120.0,Unexpected Families,Contemporary Fiction,https://www.the-numbers.com/movie/Blue-Valentine
2010,December 24th,Fei Cheng Wu Rao 2,Romantic Comedy,65826496.0,182517.0,66009013.0,,,182517.0,20.0,1.0,120.0,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Fei-Cheng-Wu-Rao-2
2010,December 22nd,True Grit,Western,81033923.0,171243005.0,252276928.0,35000000.0,,24830443.0,3047.0,8.5,110.0,Revenge,Historical Fiction,https://www.the-numbers.com/movie/True-Grit-(2010)
2010,December 22nd,Somewhere,Drama,15237476.0,1785645.0,17023121.0,7000000.0,,119086.0,7.0,4.4,98.0,Dysfunctional Family,Contemporary Fiction,https://www.the-numbers.com/movie/Somewhere-(2010)
2010,December 22nd,Country Strong,Drama,383066.0,20218921.0,20601987.0,15000000.0,,30452.0,2.0,4.8,120.0,Musicians,Contemporary Fiction,https://www.the-numbers.com/movie/Country-Strong
2010,December 22nd,Tees Maar Khan,Comedy,23709305.0,1076266.0,24785571.0,,,539793.0,108.0,2.3,135.0,Confidence Men,Contemporary Fiction,https://www.the-numbers.com/movie/Tees-Maar-Khan
2010,December 22nd,Little Fockers,Comedy,162211974.0,148438600.0,310650574.0,100000000.0,,30833665.0,3536.0,6.0,98.0,Dysfunctional Family,Contemporary Fiction,https://www.the-numbers.com/movie/Little-Fockers
2010,December 22nd,NÃƒÂ©nette,Documentary,,18009.0,,,,1176.0,1.0,5.0,70.0,Animal Lead,Factual,https://www.the-numbers.com/movie/Nenette
2014,November 7th,Open Windows,Action,473486.0,,473486.0,,,,,,100.0,Film Actor,Contemporary Fiction,https://www.the-numbers.com/movie/Open-Windows
2010,December 17th,Yogi Bear,Adventure,104528679.0,100246011.0,204774690.0,80000000.0,,16411322.0,3515.0,7.6,80.0,3-D,Kids Fiction,https://www.the-numbers.com/movie/Yogi-Bear
2014,July 4th,Beyond the Edge,Documentary,,,,,,,,,90.0,Mountain Climbing,Factual,https://www.the-numbers.com/movie/Beyond-the-Edge
2014,October 24th,"Aimer, boire et chanter",Drama,124028.0,11616.0,135644.0,,,,,,108.0,Theater Actor,Contemporary Fiction,https://www.the-numbers.com/movie/Aimer-boire-et-chanter
2014,June 5th,United Passions,Drama,167914.0,918.0,168832.0,30000000.0,,918.0,10.0,1.0,110.0,Soccer,Contemporary Fiction,https://www.the-numbers.com/movie/United-Passions
2014,July 3rd,The Girl on the Train,Thriller/Suspense,,3124.0,,,,211.0,1.0,2.3,80.0,Documentarian,Contemporary Fiction,https://www.the-numbers.com/movie/Girl-on-the-Train-The-(2013)
2014,July 4th,Life Itself,Documentary,8791.0,810454.0,819245.0,,,131411.0,23.0,4.3,118.0,Early / Simultaneous Video-on-Demand release,Factual,https://www.the-numbers.com/movie/Life-Itself-(2014)
2014,July 3rd,Oorlogsgeheimen,Drama,707939.0,,707939.0,,,,,,96.0,,Historical Fiction,https://www.the-numbers.com/movie/Oorlogsgeheimen
2014,August 1st,Calvary,Black Comedy,13287735.0,3600006.0,16887741.0,,,74149.0,4.0,4.2,104.0,Religious,Contemporary Fiction,https://www.the-numbers.com/movie/Calvary
2014,July 4th,Heatstroke,Thriller/Suspense,,,,,,,,,91.0,Arms Dealer,Contemporary Fiction,https://www.the-numbers.com/movie/Heatstroke
2014,July 3rd,Bobby Jasoos,Thriller/Suspense,,,,,,,,,121.0,Bollywood,Contemporary Fiction,https://www.the-numbers.com/movie/Bobby-Jasoos
2014,October 17th,L'amour est un crime parfait,Drama,49676.0,25475.0,75151.0,,,8265.0,2.0,4.0,,,Contemporary Fiction,https://www.the-numbers.com/movie/amour-est-un-crime-parfait-L
2014,April 10th,Desert Dancer,Drama,441064.0,155271.0,596335.0,4000000.0,,40763.0,23.0,3.5,94.0,Set in Iran,Dramatization,https://www.the-numbers.com/movie/Desert-Dancer
2014,July 2nd,Sin-ui Hansu,Action,28211214.0,,28211214.0,,,,,,128.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Sin-ui-Hansu
2014,July 2nd,School Dance,Comedy,,,,,,,,,85.0,High School Hell,Contemporary Fiction,https://www.the-numbers.com/movie/School-Dance
2014,July 2nd,Tammy,Comedy,11882223.0,84525432.0,96407655.0,20000000.0,,21577049.0,3465.0,4.7,96.0,Fired,Contemporary Fiction,https://www.the-numbers.com/movie/Tammy
2014,July 2nd,Premature,Comedy,,,,,,,,,95.0,Time Travel,Fantasy,https://www.the-numbers.com/movie/Premature
2014,July 2nd,Earth to Echo,Adventure,3239703.0,38934842.0,42174545.0,13000000.0,,8364199.0,3230.0,4.0,89.0,Friendly Alien on Earth,Kids Fiction,https://www.the-numbers.com/movie/Earth-to-Echo
2014,July 2nd,Deliver Us from Evil,Horror,57379496.0,30577122.0,87956618.0,30000000.0,,9740471.0,3049.0,2.6,118.0,Based on an UNTRUE Story,Fantasy,https://www.the-numbers.com/movie/Deliver-Us-From-Evil-(2014)
2014,September 12th,Bird People,Drama,118826.0,25209.0,144035.0,,,7443.0,1.0,0.3,128.0,Early / Simultaneous Video-on-Demand release,Fantasy,https://www.the-numbers.com/movie/Bird-People
2014,June 27th,Yama No Anata - Para AlÃƒÂ©m das Montanhas,Documentary,704.0,,704.0,,,,,,60.0,,Factual,https://www.the-numbers.com/movie/Yama-No-Anata-Para-Alem-das-Montanhas-(2011-Portugal)
2014,June 27th,Tore tanzt,Horror,,4871.0,,,,2853.0,4.0,0.9,110.0,Religious,Dramatization,https://www.the-numbers.com/movie/Tore-tanzt
2014,June 27th,Whitey: United States of America v. James J. Bulger,Documentary,,75881.0,,,,14287.0,3.0,4.3,107.0,Organized Crime,Factual,https://www.the-numbers.com/movie/Whitey-United-States-of-America-v-James-J-Bulger
2014,July 3rd,Cinemanovels,Drama,,670.0,,,,,,,91.0,Movie Maker,Contemporary Fiction,https://www.the-numbers.com/movie/Cinemanovels
2013,August 16th,Lee Daniels' The Butler,Drama,60393403.0,116632095.0,177025498.0,30000000.0,,24637312.0,2933.0,8.0,132.0,Upstairs / Downstairs,Dramatization,https://www.the-numbers.com/movie/Butler-The
2014,June 27th,Unrelated,Drama,,4419.0,,,,,,,100.0,Vacation,Contemporary Fiction,https://www.the-numbers.com/movie/Unrelated
2014,July 1st,Crossed the Line,Action,,,,,,,,,120.0,,,https://www.the-numbers.com/movie/Crossed-the-Line-(2014)
2013,August 16th,Ain't Them Bodies Saints,Drama,683398.0,391611.0,1075009.0,5000000.0,,26419.0,3.0,5.5,105.0,Prison Break,Contemporary Fiction,https://www.the-numbers.com/movie/Aint-Them-Bodies-Saints
2013,August 16th,Les 4 soldats,Drama,,33912.0,,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/4-soldats-Les
2013,August 16th,Austenland,Romantic Comedy,75833.0,2137573.0,2213406.0,,,40662.0,4.0,3.6,97.0,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Austenland
2013,August 15th,RiffTrax Live: Starship Troopers,Comedy,,,,,,,,,132.0,,Science Fiction,https://www.the-numbers.com/movie/RiffTrax-Live-Starship-Troopers
2013,August 15th,Gold,Western,1067686.0,,1067686.0,,,,,,101.0,,Historical Fiction,https://www.the-numbers.com/movie/Gold-(Germany)-(2013)
2013,August 15th,Abandoned Mine,Thriller/Suspense,,,,,,,,,96.0,Halloween,Fantasy,https://www.the-numbers.com/movie/Abandoned-Mine
2013,2013 (Limited) by ,"Syngue sabour, pierre de patience",Comedy,,148408.0,,,,6987.0,2.0,4.8,102.0,Muslims,Fantasy,https://www.the-numbers.com/movie/Syngue-sabour
2013,August 14th,Sumbakokjil,Thriller/Suspense,36412217.0,,36412217.0,,,,,,107.0,,,https://www.the-numbers.com/movie/Sumbakokjil
2013,August 13th,The Weekend,Comedy,,,,,,,,,88.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Weekend-The-(2013)
2013,August 13th,"Eric Clapton: Crossroads Guitar Festival, Chicago",Concert/Performance,,,,,,,,,240.0,,Factual,https://www.the-numbers.com/movie/Eric-Clapton-Crossroads-Guitar-Festival-Chicago
2013,August 9th,Snake and Mongoose,Drama,,152223.0,,,,20254.0,1.0,2.1,101.0,Auto Racing,Dramatization,https://www.the-numbers.com/movie/Snake-and-Mongoose
2013,August 9th,Yi Ye Jing Xi,Romantic Comedy,26212188.0,,26212188.0,,,,,,106.0,,,https://www.the-numbers.com/movie/Yi-Ye-Jing-Xi-(China)-(2013)
2013,August 9th,Prince Avalanche,Comedy,575972.0,205139.0,781111.0,,,36694.0,14.0,6.6,94.0,Foreign-Language Remake,Historical Fiction,https://www.the-numbers.com/movie/Prince-Avalanche
2013,August 9th,Lovelace,Drama,85015.0,352755.0,437770.0,,,184536.0,118.0,1.5,92.0,Biography,Dramatization,https://www.the-numbers.com/movie/Lovelace
2013,August 9th,Off Label,Documentary,,,,,,,,,80.0,Pharmaceuticals,Factual,https://www.the-numbers.com/movie/Off-Label
2013,August 9th,Disney Planes,Adventure,147776989.0,90282580.0,238059569.0,50000000.0,,22232291.0,3702.0,7.1,91.0,Fantasy Sequence,Kids Fiction,https://www.the-numbers.com/movie/Planes
2013,August 9th,In a World...,Comedy,175940.0,2963271.0,3139211.0,,,70541.0,3.0,6.7,93.0,Screenplay Written By the Star,Contemporary Fiction,https://www.the-numbers.com/movie/In-a-World
2013,August 9th,The Good Son,Documentary,,,,,,,,,89.0,Boxing,Factual,https://www.the-numbers.com/movie/Good-Son-The-(2012)
2013,August 9th,Implanted,Drama,,2210.0,,,,1840.0,1.0,1.0,,,Science Fiction,https://www.the-numbers.com/movie/Implanted
2013,August 9th,Jug Face,Horror,,,,,,,,,81.0,Life in a Small Town,Fantasy,https://www.the-numbers.com/movie/Jug-Face
2013,August 9th,Blood,Thriller/Suspense,,,,,,,,,92.0,FatherÃ¢â‚¬â„¢s Footsteps,Contemporary Fiction,https://www.the-numbers.com/movie/Blood
2013,August 9th,Elysium,Action,193141974.0,93050117.0,286192091.0,120000000.0,,29807393.0,3284.0,5.8,109.0,Dystopia,Science Fiction,https://www.the-numbers.com/movie/Elysium
2013,August 9th,Billy Budd,Concert/Performance,62210.0,,62210.0,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Billy-Budd-(Opera)
2013,August 16th,The Anonymous People,Documentary,,187459.0,,,,,,,,,Factual,https://www.the-numbers.com/movie/Anonymous-People-The
2012,July 13th,Freerunner,,228848.0,,228848.0,,,,,,,,,https://www.the-numbers.com/movie/Freerunner
2012,March 8th,Electrick Children,Drama,100729.0,,100729.0,,,,,,93.0,Mormons,Contemporary Fiction,https://www.the-numbers.com/movie/Electrick-Children
2012,July 13th,The Imposter,Documentary,2330763.0,901954.0,3232717.0,,,22379.0,1.0,7.2,99.0,Missing Person,Factual,https://www.the-numbers.com/movie/Imposter-The
2012,July 13th,Drunkboat,Drama,,,,,,,,,88.0,Addiction,Contemporary Fiction,https://www.the-numbers.com/movie/Drunkboat
2012,July 13th,Family Portrait in Black and White,Documentary,,,,,,,,,85.0,Bigotry,Factual,https://www.the-numbers.com/movie/Family-Portrait-in-Black-and-White
2012,July 13th,Cocktail,Romantic Comedy,19569638.0,1027121.0,20596759.0,,,647956.0,96.0,2.0,146.0,Bollywood,Contemporary Fiction,https://www.the-numbers.com/movie/Cocktail-(2012)
2012,July 13th,"Deconstructing Dad: The Music, Machines and Mystery of Raymond Scott",Documentary,,,,,,,,,98.0,Biography,Factual,https://www.the-numbers.com/movie/Deconstructing-Dad-The-Music-Machines-and-Mystery-of-Raymond-Scott
2012,July 13th,A Closed Book,Thriller/Suspense,,,,,,,,,88.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Closed-Book-A-(2012-United-Kingdom)
2012,July 13th,Ballplayer: Pelotero,Documentary,,44689.0,,,,20628.0,10.0,2.3,73.0,Baseball,Factual,https://www.the-numbers.com/movie/Ballplayer-Pelotero
2012,July 13th,Les adieux ÃƒÂ  la reine,Drama,,1329660.0,,,,72123.0,4.0,4.4,99.0,Historical Drama,Historical Fiction,https://www.the-numbers.com/movie/adieux-a-la-reine-Les
2012,July 13th,2016: ObamaÃ¢â‚¬â„¢s America,Documentary,,33349941.0,,2500000.0,,31610.0,1.0,4.5,87.0,Political,Factual,https://www.the-numbers.com/movie/2016-Obamas-America-(2012)
2012,July 13th,Cockpit,Action,3692388.0,,3692388.0,,,,,,,,Science Fiction,https://www.the-numbers.com/movie/Cockpit
2012,July 12th,Not Suitable for Children,Romantic Comedy,490578.0,,490578.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Not-Suitable-for-Children
2012,September 5th,Girl Model,Documentary,1109.0,21154.0,22263.0,,,6864.0,1.0,2.6,77.0,Fashion,Factual,https://www.the-numbers.com/movie/Girl-Model
2012,July 12th,Greystone Park,,769376.0,,769376.0,,,,,,,,,https://www.the-numbers.com/movie/Greystone-Park
2012,July 12th,Si da ming bu,Action,29567632.0,,29567632.0,,,,,,119.0,,Fantasy,https://www.the-numbers.com/movie/Si-da-ming-bu
2012,July 12th,Amphibious: Creature of the Deep,Horror,12639.0,,12639.0,,,,,,,3-D,Science Fiction,https://www.the-numbers.com/movie/Amphibious-3D
2012,July 11th,Snabba Cash,Thriller/Suspense,10023533.0,188870.0,10212403.0,4300000.0,,24684.0,2.0,5.1,119.0,Cross-Class Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Snabba-Cash-(Remake)
2012,July 11th,Omerta,Thriller/Suspense,,2462588.0,,,,466164.0,80.0,3.6,107.0,Organized Crime,Contemporary Fiction,https://www.the-numbers.com/movie/Omerta
2012,July 13th,Brave Hearts Umizaru,Action,88331372.0,,88331372.0,,,,,,116.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Brave-Hearts-Umizaru
2012,July 9th,Zombies vs Strippers,Horror,,,,,,,,,75.0,,Fantasy,https://www.the-numbers.com/movie/Zombies-vs-Strippers
2012,July 7th,The Flying Machine,Adventure,16407.0,,16407.0,,,,,,,3-D,Kids Fiction,https://www.the-numbers.com/movie/Flying-Machine-The
2012,July 10th,You're Nobody 'Til Somebody Kills You,Horror,,,,,,,,,86.0,,,https://www.the-numbers.com/movie/Youre-Nobody-Til-Somebody-Kills-You
2012,October 17th,Holy Motors,Drama,3589372.0,641054.0,4230426.0,4000000.0,,18866.0,2.0,7.4,116.0,"Same Actor, Multiple Roles",Science Fiction,https://www.the-numbers.com/movie/Holy-Motors
2012,July 6th,Xing kong,Drama,2105079.0,,2105079.0,,,,,,120.0,First Love,Fantasy,https://www.the-numbers.com/movie/Xing-kong
2015,March 27th,Rookie,Romantic Comedy,70000.0,,70000.0,,,,,,100.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Rookie-(China)(2015)
2015,March 27th,Prizrak,Comedy,7402809.0,,7402809.0,,,,,,90.0,,Fantasy,https://www.the-numbers.com/movie/Prizrak-(Russia)-(2015)
2015,March 27th,Seumool,,22007889.0,,22007889.0,,,,,,115.0,,,https://www.the-numbers.com/movie/Seumool-(South-Korea)-(2015)
2015,March 27th,Super Nada,,5458.0,,5458.0,,,,,,94.0,,,https://www.the-numbers.com/movie/Super-Nada-(Brazil)-(2013)
2015,March 27th,Nightlight,Horror,,,,,,,,,84.0,Early / Simultaneous Video-on-Demand release,Fantasy,https://www.the-numbers.com/movie/Nightlight
2015,March 27th,Marfa Girl,Drama,,,,,,,,,105.0,Texas,Contemporary Fiction,https://www.the-numbers.com/movie/Marfa-Girl
2015,March 27th,O Lobo atrÃƒÂ¡s da Porta,Thriller/Suspense,837.0,,837.0,,,,,,100.0,Infidelity,Contemporary Fiction,https://www.the-numbers.com/movie/Lobo-artras-da-Porta-O
2015,March 27th,Ponte AÃƒÂ©rea,Drama,62173.0,,62173.0,,,,,,106.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Ponte-Aerea-(Brazil)(2014)
2015,March 27th,Man from Reno,Thriller/Suspense,,92918.0,,,,15158.0,4.0,4.3,111.0,Missing Person,Contemporary Fiction,https://www.the-numbers.com/movie/Man-from-Reno
2015,March 27th,Ho ucciso Napoleone,Comedy,573115.0,,573115.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Ho-ucciso-Napoleone-(Italy)-(2015)
2015,March 27th,Kamisama no iu tÃƒÂ´ri,Horror,388377.0,,388377.0,,,,,,117.0,,Science Fiction,https://www.the-numbers.com/movie/Kamisama-no-iu-tori-(Japan)
2015,March 27th,La espina de Dios,Drama,5871.0,,5871.0,,,,,,105.0,,Historical Fiction,https://www.the-numbers.com/movie/espina-de-Dios-La-(Spain)-(2015)
2015,March 27th,A Girl Like Her,Drama,,,,,,,,,93.0,Bullies,Contemporary Fiction,https://www.the-numbers.com/movie/Girl-Like-Her-A-(2014)
2015,March 27th,GÃƒÂ¼vercin UÃƒÂ§uverdi,Comedy,873289.0,,873289.0,,,,,,89.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Guvercin-Ucuverdi-(Turkey)-(2015)
2015,September 4th,Elle l'adore,Comedy,2535.0,,2535.0,,,,,,105.0,Accidental Death,Contemporary Fiction,https://www.the-numbers.com/movie/Elle-l-adore
2015,October 16th,Difret,Drama,42174.0,49667.0,91841.0,,,,,,99.0,Kidnap,Dramatization,https://www.the-numbers.com/movie/Difret
2015,March 27th,Geronimo,,2205.0,,2205.0,,,,,,107.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Geronimo-(France)-(2014)
2015,March 27th,Dai chat fong yin,Thriller/Suspense,230000.0,,230000.0,,,,,,94.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Dai-chat-fong-yin-(Hong-Kong)(2014)
2015,March 27th,El Cinco,,49109.0,,49109.0,,,,,,100.0,,,https://www.the-numbers.com/movie/Cinco-El-(Uruguay)-(2015)
2015,March 27th,Cupcakes,Drama,,9129.0,,,,2570.0,1.0,2.7,100.0,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/Cupcakes
2015,March 27th,Bizim Hikaye,Action,444156.0,,444156.0,,,,,,97.0,,Historical Fiction,https://www.the-numbers.com/movie/Bizim-Hikaye-(Turkey)-(2015)
2015,March 27th,The Barber,Thriller/Suspense,,,,,,,,,90.0,Prologue,Contemporary Fiction,https://www.the-numbers.com/movie/Barber-The
2015,March 27th,52 Tuesdays,Drama,19787.0,4484.0,24271.0,,,,,,114.0,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/52-Tuesdays
2016,April 21st,Unforgettable,Thriller/Suspense,4853199.0,11368012.0,16221211.0,12000000.0,,4785431.0,2417.0,2.7,114.0,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Unforgettable-(2016)
