salesid,theater_count,international,domestic
6379,4,4379141,489322
6380,,,23136
6381,9,5564411,1735251
6382,3149,69326415,55683845
6383,3,1254157,527845
6384,821,65157,10051659
6385,1,,24661
6386,2515,110980592,34393507
6387,,646363,
6388,,156272,378296
6389,1,,30414
6390,3246,187095849,33700160
6391,3,232704,1723379
6392,,1287789,
6393,,958650,
6394,,,
6395,2577,6215126,18340051
6396,1362,2027,6423605
6397,,,
6398,4,3824019,2291900
6399,1812,36493914,6670765
6400,2,14721,5853
6401,2,71270,61899
6402,4,1915230,1033632
6403,1,,74909
6404,1,,32059
6405,2941,66170483,38052832
6406,,,
6407,,,
6408,3,,580346
6409,2046,6246328,5775178
6410,2054,505926,9479390
6411,4,7255996,1502347
6412,2,97135,1005719
6413,3615,55599891,72110659
6414,,,
6415,,,
6416,,,
6417,,,
6418,659,38498,2468683
6419,4,29986725,48958273
6420,4,662502,965481
6421,,6596,
6422,4,119600,1361611
6423,,126003,
6424,,,
6425,4080,535424489,315058289
6426,,689,
6427,,4771,
6428,,17366,
6429,3341,248940604,102826543
6430,,167619,
6431,1,1324265,147391
6432,4,106943006,54513740
6433,1,5161,16182
6434,1,,160308
6435,4051,426920914,229024295
6436,,53559,
6437,1,78816,15626
6438,4,1004300,11962712
6439,1,6600,11753
6440,3,2954368,312381
6441,2837,21847832,40847995
6442,3096,179446086,132422809
6443,3987,587206410,210460015
6444,4,94388966,56443120
6445,626,2882583,5676110
6446,2,214517,820300
6447,4,23643396,18065180
6448,,51075,
6449,19,7597051,21120616
6450,,,
6451,2,131931359,63859435
6452,1,,11603
6453,5,12333635,1403237
6454,,153930,
6455,4,23782875,30014534
6456,2161,686807,6069605
6457,,6976,
6458,1,2211,47807
6459,,7729,
6460,,617186,
6461,3621,205428533,84410380
6462,2,,7856
6463,3765,557104283,404508916
6464,3006,259266004,174340174
6465,,,
6466,,3286395,
6467,2668,30013217,24449754
6468,2902,3537197,17501244
6469,,104503,
6470,3,2015194,293163
6471,3,7157222,29819114
6472,3447,80838882,104897530
6473,9,97865999,81903458
6474,2074,31784324,25106325
6475,4,26613994,21198205
6476,,,
6477,3116,105066641,67745330
6478,,28374,
6479,1,961,19696
6480,1,,38419
6481,1,,12554
6482,2125,840901,20868638
6483,,1895,
6484,2892,82165978,36343858
6485,1,1211,23884
6486,2,12886,65410
6487,3002,25298665,45819713
6488,2432,35199544,44947622
6489,1114,,16376066
6490,,,
6491,35,73172,191900
6492,19,,35757
6493,,92242,
6494,3,,12965
6495,3787,207846093,58032443
6496,5,394488,9868
6497,,6959,
6498,1,,1926
6499,,826472,
6500,,5765,
6501,2,,3392
6502,2480,20868439,25091816
6503,,,
6504,,,
6505,,,
6506,3768,271577258,100407760
6507,1,,37801
6508,,55369,
6509,3725,231493279,115234093
6510,3042,19819914,36276286
6511,2,,21786
6512,4020,636434755,700059566
6513,2494,37018346,8267544
6514,,80612,
6515,3,,86301
6516,1,61407,13638
6517,1,114509,41042
6518,2012,10338614,32732301
6519,1667,6713117,6112914
6520,3488,48199018,69179066
6521,,,
6522,,136485,
6523,1,,8620
6524,3,77896,26630
6525,17,794424,7362
6526,2847,14558937,34017028
6527,,,
6528,,,
6529,3,233711,375393
6530,3056,99077356,46874505
6531,,,39985
6532,,,
6533,3980,32735941,100478608
6534,2404,6188487,4969853
6535,2,106015,618626
6536,,23284,
6537,2402,27106490,6115824
6538,28,16116412,3224126
6539,,,
6540,2464,7712790,24431472
6541,549,401616,3072605
6542,838,6407229,3189220
6543,,39,
6544,,585333,
6545,,9765,
6546,3,62615,328188
6547,1627,2301215,83482352
6548,2402,24694292,40826341
6549,2,,57346
6550,3854,215226698,58250803
6551,,49,
6552,,256092,
6553,27,26814354,32015231
6554,2173,17391444,9561064
6555,3708,231055623,59874525
6556,1473,8530501,17547999
6557,3662,44284780,43242871
6558,2023,6606665,7690044
6559,4234,441365481,137690172
6560,14,14061390,1418682
6561,4,,200340
6562,1,,121098
6563,9,,68492
6564,20,,48650
6565,3508,146852309,188024361
6566,3379,34212286,60311495
6567,1560,752570,17395521
6568,4,1291971,1163056
6569,,,
6570,,69593,
6571,1,685674,272020
6572,1707,49035,10230620
6573,755,2741154,5019226
6574,,,
6575,,,
6576,,,37516
6577,4101,326918984,101028233
6578,1633,769335,3054285
6579,,723779,
6580,,869,22257
6581,3,1787265,2418679
6582,,357394,
6583,,,
6584,1,4003081,148747
6585,3440,42648494,48795601
6586,,119948,
6587,9,,199069
6588,2038,958239,30617396
6589,8,,20449
6590,1046,375075,9186156
6591,4474,1369544272,678815482
6592,5,3714403,3480702
6593,2,,6877
6594,214,600179,274320
6595,,3368,
6596,,,
6597,,657829,
6598,2007,1356894,3424744
6599,1623,40928790,50316123
6600,34,395136,14051361
6601,1353,6582933,9369755
6602,3,,19037
6603,4,945231,800365
6604,2,26904,166616
6605,2537,4644792,46840590
6606,1,10226,102609
6607,3656,12800000,53059911
6608,,,
6609,37,1274279,99197
6610,,626799,
6611,,377045,14018
6612,6,588696,1252960
6613,2781,22762167,68566296
6614,,61864,
6615,,27672,
6616,4349,461770635,324591735
6617,4,540356,3448256
6618,4,2674367,745972
6619,3212,22270313,17744685
6620,1,10110,34556
6621,1,297297,84809
6622,,236409,
6623,2,2683416,108900
6624,4381,179383835,213767512
6625,1,,26123
6626,1,,19128
6627,1,3466,58403
6628,2032,44067,5059608
6629,3015,26452180,31445011
6630,4,1681883,2853526
6631,1,3206203,37109
6632,,,
6633,1457,4999431,11977130
6634,,937961,
6635,,,
6636,4,83256,2386254
6637,2964,37194033,44069456
6638,2407,6608490,6708137
6639,3,11885,64011
6640,,,
6641,1,297994,58799
6642,2,4380,149614
6643,503,2315625,4286367
6644,4410,634223615,608581744
6645,3382,22294319,54730625
6646,,,
6647,,9770,
6648,5,53407,701828
6649,3,17312,305136
6650,4475,890614245,417719760
6651,,7438,
6652,,1786,
6653,2,14319,259291
6654,2,191502,7714
6655,,191791,
6656,9,1645863,6046104
6657,3055,26280244,50065850
6658,5,1047103,12320845
6659,2742,4124315,42469946
6660,2,570010,57528
6661,3031,67565852,69488745
6662,4206,406495920,216648740
6663,1,861126,117460
6664,16,792464,17493096
6665,451,1677151,3026558
6666,1,,217932
6667,4,808310,13539710
6668,4267,360348811,167500092
6669,,5364,
6670,,29936,
6671,,447485,
6672,3782,236448841,68420120
6673,14,651960,4333394
6674,,9855,
6675,4,52660,237709
6676,4,1435769,1257275
6677,,76336,
6678,3388,88291819,102084362
6679,1546,7567843,8866745
6680,,403625,
6681,5,235611,2031242
6682,1,,461689
6683,2,10252,73304
6684,,,
6685,3602,98529335,99215042
6686,,409,
6687,1005,,5885881
6688,,,
6689,3127,25665737,12695691
6690,2,1114763,905111
6691,3111,43741545,33562069
6692,2442,1387146,6809080
6693,,485074,14453
6694,1512,44136086,49275340
6695,25,,178471
6696,,,
6697,1,31222,236799
6698,2358,21381124,30564825
6699,,6146,
6700,,19096814,
6701,4118,381926973,145443742
6702,3384,63566790,174532921
6703,2719,63773494,35851379
6704,3,42838,704955
6705,,2842176,
6706,4,904597,3444895
6707,3520,30186363,36108758
6708,4,78390,11998
6709,,,
6710,,,
6711,4,9131427,9599982
6712,1710,1758372,6501381
6713,,,
6714,,33626,
6715,3,,18644
6716,544,5440324,2335896
6717,9,49620898,26015149
6718,3256,6799960,20706452
6719,,,
6720,1818,,17612099
6721,2,,19862
6722,,1660230,
6723,2141,4665428,5718096
6724,2,171524,578717
6725,,180437,
6726,474,1112714,713143
6727,1,1360,45889
6728,2980,16382035,35418723
6729,3876,245941528,117450119
6730,,,
6731,3102,44080131,53548586
6732,26,,7616
6733,2,189303,80134
6734,,776594,
6735,2,,112300
6736,4,224380,642157
6737,75,251308,1233694
6738,1,71694,148505
6739,1,1141,278350
6740,3,13577789,457803
6741,4037,108462855,51024708
6742,1620,,6216897
6743,103,32314,67743
6744,2504,1943150,24004833
6745,,,
6746,1403,847617,2005142
6747,4,10783198,5126985
6748,1719,301409,6352306
6749,2609,2645316,4095431
6750,82,,626318
6751,4,11493011,3143056
6752,,,
6753,1,,18399
6754,4,,100335
6755,196,5619,148568
6756,4,11070000,17541090
6757,2297,7187452,11107431
6758,,,
6759,643,83480,1379497
6760,18,10886,500101
6761,3010,25774316,77339130
6762,4131,130441970,83240103
6763,,,
6764,,,
6765,1,66896,199767
6766,36,5348182,29719483
6767,4250,642569645,213511408
6768,1,,44045
6769,8,1930124,464495
6770,,2220,
6771,2808,13339827,17839115
6772,4,5679795,7634767
6773,3640,60766780,44936545
6774,3521,46594157,46697321
6775,,1629431,
6776,,,
6777,,552188,
6778,10,2389,401464
6779,,448184,
6780,5,3713514,8803865
6781,,,
6782,,190320,
6783,3928,96050074,159366015
6784,4,1825136,7362439
6785,1,28228,28288
6786,1,35238,87400
6787,4,242572,257869
6788,4,2703923,1050616
6789,,2184870,
6790,,34710,
6791,2720,13544661,15767460
6792,544,154966608,4412170
6793,613,181056,252676
6794,1,652,67475
6795,,,
6796,2,4539820,2483472
6797,3,,60607
6798,4,2310956,1633209
6799,14,,113956
6800,4000,670614987,216303339
6801,5,5073958,6788692
6802,16,,58090
6803,,,
6804,,12,
6805,3766,115165449,54858851
6806,,,
6807,,,
6808,4,1239783,1994179
6809,1,1136,68407
6810,2,5495072,109608
6811,51,11559,13337
6812,,,
6813,,,
6814,2859,17473345,21704844
6815,,,
6816,1,,4667
6817,,,
6818,2,,4461
6819,4163,491724574,159555901
6820,25,234949217,85080171
6821,3286,52372951,67363237
6822,,,
6823,,52923,
6824,1,,449
6825,,158621,
6826,2803,33582068,42402632
6827,3441,97875633,115715889
6828,2827,54385384,30824628
6829,,1109544,
6830,,50984,
6831,4,61505365,34366783
6832,,,
6833,5,301930,545597
6834,,,
6835,,,
6836,,2845516,
6837,2065,28037556,14836174
6838,,1391586,
6839,5,,21456
6840,,,
6841,15,,38510
6842,4,30371647,16648499
6843,6,556862,727119
6844,,,
6845,4,6482598,14915773
6846,3103,69529231,15951040
6847,32,2395079,259017
6848,2588,69649587,103804407
6849,1142,3021370,17956913
6850,4090,176942594,171958438
6851,4125,808696893,335061807
6852,3550,338000000,127195589
6853,2607,24006627,39282227
6854,3,4332165,1533324
6855,2776,11357862,30568743
6856,33,14132499,24704837
6857,2442,23057500,47836282
6858,5,23592439,5470235
6859,2717,98614971,57000756
6860,,,
6861,,760869,
6862,,,
6863,,,
6864,10,54719,9277
6865,3080,17582943,108235497
6866,,,
6867,1,,32452
6868,3841,135950571,111048468
6869,,,
6870,2561,4461759,8547045
6871,3521,11506193,16790790
6872,4,1395666,2409826
6873,2203,366605,14998027
6874,18,132875,15856
6875,,635964,
6876,,,
6877,,116114,
6878,2630,30460297,32138862
6879,4,91157,252245
6880,1,,20873
6881,4303,84324528,105806508
6882,2530,7556854,14856291
6883,1,,184495
6884,11,,6291
6885,,,
6886,2912,15300000,54611903
6887,3790,316061830,85838210
6888,3207,36538385,28148130
6889,80,,26284
6890,4259,361947969,160799505
6891,,,
6892,8,,204881
6893,1,,26597
6894,120,3085294,9040224
6895,1,,14500
6896,,,
6897,,,
6898,55,156836,39275
6899,,1713,
6900,,,
6901,4,,386166
6902,,,
6903,4310,702897549,426829839
6904,5,4098408,5611123
6905,268,84580,1508593
6906,2548,3404895,5958315
6907,10,,14242
6908,2803,46824988,45729221
6909,,1443,623088
6910,,150264,
6911,5,6623918,1618497
6912,,,
6913,4,737121,371784
6914,4,1362207,5336840
6915,3838,69895325,45216793
6916,4,11513355,9619500
6917,,,6133
6918,3741,81007339,175084580
6919,,43366,
6920,3,,339838
6921,4259,238400000,114766307
6922,13,,13967
6923,1100,765208,3502600
6924,4,8662,106059
6925,2,825765,600654
6926,1059,2289193,19005109
6927,3585,57085036,54724696
6928,4217,223292877,140371656
6929,56,4285603,71760
6930,1705,63133,10205616
6931,,19712,
6932,263,121247,573503
6933,30,86904,28611
6934,,,
6935,2138,45951960,12138565
6936,3303,32052732,21903748
6937,3,4881,255599
6938,2667,8347436,40860481
6939,3413,8740663,16649539
6940,,,
6941,,503632,
6942,4,1132237,441366
6943,,,
6944,2824,8518592,40713082
6945,3,43011,424284
6946,1815,,7699452
6947,3,,196322
6948,25,,76916
6949,33,21900,150010
6950,3372,68400000,54733739
6951,1,,44253
6952,4662,1939427564,858373000
6953,8,,5123
6954,,,
6955,5,9030076,1827604
6956,605,,700261
6957,3230,23308153,30316271
6958,2,76075,251837
6959,2222,5208425,35388976
6960,3652,8212905,20150241
6961,,,
6962,104,22089,297195
6963,38,57485,51044
6964,2750,2832117,13631124
6965,5,2158562,4367816
6966,3007,61992741,35417038
6967,1495,4432377,4535154
6968,,12918,
6969,1,94760,84933
6970,19,,40124
6971,,,
6972,13,640492,344534
6973,,3143346,
6974,4,802483,1030502
6975,109,,148504
6976,2,84762,98358
6977,,52071,
6978,4,,354103
6979,4476,691090490,355559216
6980,2505,2268808,22680962
6981,1,36760,151991
6982,1,,45149
6983,1,,519525
6984,,440108,
6985,4108,272799777,110500138
6986,3610,95768860,96368160
6987,3721,180510921,65845974
6988,1,,145626
6989,1,,15152
6990,,,
6991,4,6873333,15500045
6992,,,
6993,2,14769,84703
6994,48,3882750,4686402
6995,7,122595,4515719
6996,,,
6997,4561,287401543,158874395
6998,,,
6999,117,8799,236637
7000,3,,67343
7001,4224,173018657,80001807
7002,,42628,
7003,2952,,21360215
7004,2114,25081424,7743794
7005,,,
7006,,109835,
7007,6,,37012
7008,4,43110,903018
7009,4575,639042321,434038008
7010,5,5191302,1635118
7011,3613,157100000,74152591
7012,6,294235,3162490
7013,58,307148,50722
7014,,,
7015,2603,81467748,73286650
7016,2707,19404461,27426363
7017,4,1046642,1013820
7018,,,
7019,,61028,
7020,,62987,
7021,3170,52785307,39014193
7022,,,
7023,,465303,
7024,,2000,
7025,3050,7264317,22370452
7026,,,
7027,2,,322598
7028,7,3604,2410914
7029,4,4800209,17700478
7030,,,
7031,,,
7032,4,,732515
7033,,9687,
7034,,,
7035,4725,1110729382,543638043
7036,,,
7037,,,
7038,3,1037704,43796
7039,2,438087,815082
7040,2,,61035
7041,1,,151331
7042,4253,586424771,173956935
7043,,1520,
7044,1,12732,50168
7045,5,257762,2010613
7046,2,1305236,504443
7047,2,509347,400741
7048,,1432010,
7049,3,13625,159218
7050,5,1366951,1573276
7051,1240,,4376820
7052,3735,60119165,60477943
7053,2,5291,17303
7054,2,1716,252734
7055,3135,26660285,68947075
7056,,849,
7057,2765,4594209,26402818
7058,2745,3599621,12180032
7059,17,2743045,20457158
7060,,60339,
7061,1,,10771
7062,3869,110361736,41657076
7063,,103252,
7064,2853,25321663,22260900
7065,5,385223,301429
7066,2307,6243499,11901145
7067,,103035,
7068,3204,28033292,83140306
7069,,27672,
7070,,,
7071,2855,28083161,28714231
7072,3286,64335016,69030436
7073,7,24080,549385
7074,3,381418,242734
7075,,,
7076,1,850341,614201
7077,4,777799,62350
7078,,161290,
7079,3,,151307
7080,322,261930,291477
7081,4,7138464,1996766
7082,,,
7083,,226184,
7084,4570,257973578,211593228
7085,7,,4252657
7086,1,,80657
7087,,929713,
7088,,1652,
7089,,284831,
7090,2,,17370
7091,,,
7092,111,73531,276591
7093,3250,45509115,104963598
7094,,499881,
7095,5,1607936,406473
7096,1,,33841
7097,2542,4097528,5332621
7098,2,1981,20171
7099,31,10126309,2528913
7100,1,9084,41265
7101,3460,85243649,50188370
7102,,,
7103,,3503,
7104,,2645994,
7105,3079,97840859,96853865
7106,3618,46600000,44819352
7107,,59731,
7108,,,
7109,,65424,
7110,4242,127897801,60761390
7111,461,21161508,24319961
7112,,,
7113,30,524540,26972
7114,30,,33856
7115,,,
7116,4374,737056206,335451311
7117,37,5967,319976
7118,,7617,31378
7119,21,2575,14938
7120,,173622,
7121,2,,130897
7122,,98477,1573734
7123,3642,118076935,48546770
7124,,783,
7125,2332,4054968,6546159
7126,,943159,
7127,4007,102747294,97864733
7128,10,,8320
7129,,127936,
7130,1,121017,4589490
7131,17,21265,57384
7132,5,53697566,33370906
7133,3790,375416890,113929605
7134,,,
7135,2,97594,62625
7136,,,
7137,8,7466107,10867104
7138,3468,49147888,73118130
7139,2062,717415,22012729
7140,,,
7141,2675,16557198,25621766
7142,,87885,
7143,4,541370,167169
7144,3,10864,53144
7145,,475763,
7146,,239812,481924
7147,,372311,
7148,537,2000000,1581681
7149,,,
7150,,,
7151,1,,51891
7152,,,
7153,2059,166219,43082155
7154,2,,24808
7155,1342,9200000,9277736
7156,4086,188119290,62253077
7157,,910234,
7158,,320349,
7159,1,,3868
7160,3855,40274527,31581712
7161,4,402927,3012615
7162,,,
7163,3448,88295422,35150750
7164,3242,69982261,56846802
7165,3125,16797656,44451847
7166,2,229687,122587
7167,,,
7168,,7957,
7169,1,,57716
7170,,,
7171,1,,55632
7172,13,,18759
7173,2439,16060159,17156058
7174,,242788,
7175,277,10478,177437
7176,4,916823,1658790
7177,2665,14123703,28539757
7178,3235,6853786,61696436
7179,1,28908,119466
7180,4,11971933,11136084
7181,4440,967808702,477373578
7182,,,
7183,1,23015,9988
7184,,,
7185,1,859,9337
7186,1,,483685
7187,3461,147588118,165364060
7188,1690,4128089,43808310
7189,,246283,
7190,1,100195,23911
7191,,161047,
7192,,80971,
7193,,198651,
7194,,,
7195,12,191504,23862
7196,1,34895,42310
7197,,6628720,
7198,5,2560221,1730597
7199,2625,8099059,10429730
7200,4,29641586,31762808
7201,1,,4140
7202,4,102858,265102
7203,4227,481501654,316831246
7204,,,
7205,2502,20755028,22345542
7206,,3157609,
7207,5,,50023780
7208,,,
7209,3380,48319581,27166770
7210,11,211375735,159227644
7211,4,14400000,36001502
7212,3308,110799479,108095955
7213,3502,98381468,66757013
7214,10,42248,1077584
7215,2,236,364716
7216,,,
7217,3078,4398388,22169514
7218,31,,37788
7219,22,,47037
7220,4155,174362895,77047065
7221,10,,8101
7222,81,302086,765561
7223,614,371899,2949212
7224,2571,2987964,15472775
7225,23,,282149
7226,3007,6711557,15347654
7227,4,251065,1100310
7228,3049,545072,5437971
7229,1,,27317
7230,29,23692,96713
7231,6,951806,2138907
7232,9,,29118
7233,,55047,
7234,2301,873011,8287061
7235,3,,29450
7236,,,
7237,2516,126196,20578185
7238,2,,134288
7239,,,
7240,2151,6364941,12611536
7241,5,16391992,10055355
7242,4,107388,449561
7243,4,,23071
7244,3752,45018568,62342368
7245,,245884,
7246,,,
7247,5,311740,139270
7248,4,1075674,355308
7249,,847947,
7250,1,14923,127275
7251,1,,4075
7252,3610,74082724,64914050
7253,4,123252,143518
7254,4,449058,101068
7255,,,
7256,4310,71761885,61555145
7257,,,
7258,3,243362,33419
7259,,2990000,
7260,1,151480,25694
7261,4,558175,144201
7262,2718,972895,13590514
7263,,,
7264,3250,5963470,10410004
7265,1,,8140
7266,,,
7267,,,
7268,3028,6588479,5812500
7269,3,101895,3518
7270,,,
7271,,,
7272,1,1483,6024
7273,,255584,
7274,,3671,
7275,,,
7276,,,
7277,12,2778781,1815440
7278,,,
7279,,,
7280,6,,70632
7281,,362,
7282,,,
7283,58,4194,5000
7284,,,
7285,,,
7286,2500,24087785,2188425
7287,,82548,
7288,,,
7289,,124430,
7290,3,270991,8340
7291,,,
7292,45,60345,1002852
7293,216,672369,409363
7294,,308898,
7295,,,
7296,,,
7297,,1988,
7298,,,
7299,12,1151366,4507
7300,,38355,
7301,,1541585,
7302,,,
7303,,338763,
7304,,705110,
7305,74,1913018,186634
7306,,,
7307,,670133,
7308,,,
7309,,68080,
7310,,1781,
7311,,1030842,
7312,69,2199610,1047083
7313,,125224,
7314,,1434,
7315,,32845,
7316,,143321,
7317,,2878528,
7318,68,1292,514107
7319,250,2339286,1637548
7320,,27,
7321,,18340,
7322,,3404,
7323,,,
7324,99,1060507,58434
7325,,,
7326,,,
7327,,3311907,
7328,,300173,
7329,,,
7330,,491840,
7331,111,2624085,101339
7332,,7809322,
7333,129,265759,1044212
7334,,745818,
7335,,,
7336,33,20722,28771
7337,32,239811,18853
7338,,8903,855894
7339,,,
7340,,28711,
7341,108,285963,93147
7342,,,
7343,299,16490071,20831465
7344,924,574835,2542518
7345,,,
7346,,90654,
7347,1007,2826949,3439660
7348,28,15606,16263
7349,,,
7350,,589719,
7351,,58978,
7352,,,
7353,2412,20756711,23855569
7354,1360,11334973,1876298
7355,2810,303946852,58504105
7356,,69965374,
7357,,,
7358,,,
7359,,442992,
7360,56,152,29615
7361,,,
7362,2209,713473,4066487
7363,471,407340,231119
7364,,,
7365,174,61401,538358
7366,,7021017,
7367,301,1624244,137852
7368,,196926,
7369,222,1894690,497747
7370,529,1083741,531430
7371,,2024073,
7372,26,188290,4962
7373,871,660,643658
7374,,115709,
7375,,,
7376,12,,6820
7377,,2674,
7378,75,685240,159014
7379,,68960,
7380,,991415,
7381,388,,301162
7382,,,
7383,2250,18951827,21277892
7384,112,81937,185026
7385,,351083,
7386,900,,367849
7387,,307160,
7388,2425,12580964,14163574
7389,387,60969,1070714
7390,865,3770,364138
7391,,185528,
7392,,,
7393,,,
7394,327,699943,636673
7395,,2012769,
7396,2183,2148184,10475990
7397,,,
7398,,,
7399,50,49181,8921
7400,2454,1414983,9358025
7401,1,,10236
7402,,38852,
7403,280,969170,160930
7404,475,1562383,184477
7405,216,672369,409363
7406,259,1064036,278378
7407,,,
7408,2472,7213561,9030855
7409,,326891,7574
7410,,32208,
7411,,99752,
7412,408,482205,234429
7413,,3241142,
7414,68,,32259
7415,,96750,
7416,,7427,
7417,,4518862,
7418,,516819,
7419,912,199844,685380
7420,,,
7421,,2113583,
7422,,168705,
7423,44,45907,9087
7424,2211,156334183,58568815
7425,70,196627,15502
7426,,,
7427,,,
7428,970,1101537,913935
7429,,117741,
7430,,,
7431,1369,1037261,2241980
7432,,658011,
7433,,191874,
7434,94,892,121642
7435,,67840,
7436,19,,4689
7437,5,265590,113591
7438,,12551441,2964816
7439,,,
7440,,75615,
7441,,,
7442,450,1268831,213441
7443,,283826,
7444,1107,516423,6306897
7445,,40610111,
7446,30,,32705
7447,1736,29295751,15162470
7448,1900,,12668325
7449,,,
7450,1310,9676528,6460965
7451,,118708427,
7452,160,54760,57000
7453,2151,119559196,46801036
7454,40,862624,6000
7455,,103653,
7456,,680,
7457,,6391,
7458,51,,282332
7459,54,9796,45068
7460,,696,
7461,1975,5631181,15566093
7462,,,
7463,543,56744,657511
7464,173,6122,36693
7465,259,2392576,1251184
7466,,6259122,
7467,330,3146619,234220
7468,2171,14392476,15342746
7469,33,,26136
7470,19,,2238
7471,84,,39053
7472,,,
7473,175,321645,143532
7474,,122945,
7475,,815612,741895
7476,1888,1580271,5478009
7477,1231,592245,2577830
7478,,639055,
7479,248,6056082,836536
7480,277,89799,113079
7481,,200382,
7482,,138565,
7483,,59,
7484,,,
7485,93,,23614
7486,,,
7487,237,8491,52733
7488,,1135988,
7489,,,
7490,1252,12403,4178620
7491,,1988846,
7492,1980,13787752,13287908
7493,123,914119,54730
7494,,602674,
7495,2045,61959873,54723032
7496,17,,13325
7497,,1020742,521202
7498,96,8286,62080
7499,,,
7500,814,,1018532
7501,,,
7502,,,
7503,2460,29942483,27568035
7504,,6228,
7505,3064,367148534,100916094
7506,,294303,
7507,12,152486,159294
7508,,169214,
7509,,,
7510,1850,15299045,15532137
7511,,29603,
7512,129,,142817
7513,4,554423,1052
7514,1972,981195,3149935
7515,,226267,
7516,,,
7517,,,4504
7518,1094,217240,1113722
7519,54,,30932
7520,,62673,
7521,35,,15063
7522,3073,41182338,42326031
7523,,5241,
7524,,1219,
7525,665,,1436324
7526,298,6119,837849
7527,208,537849,224405
7528,,,
7529,,3684,
7530,1200,39613,2807494
7531,76,4728,35481
7532,,,
7533,208,,62873
7534,65,,112691
7535,311,,354087
7536,,7742,
7537,2875,76500000,27466489
7538,,,
7539,1312,573972,2753985
7540,,,
7541,2033,93465,1744740
7542,41,145577,124649
7543,34,32459,72110
7544,3188,10194431,7407200
7545,1254,3569563,2913328
7546,,,
7547,308,44080,308976
7548,186,16987526,364397
7549,,,
7550,3892,140789236,86103234
7551,,,
7552,,7132,
7553,2,,37266
7554,3211,24597037,17716215
7555,3102,134640795,65631050
7556,132,23686,3688723
7557,93,275688,90050
7558,31,,28706
7559,3456,13704661,29975167
7560,3346,112158529,40501717
7561,500,388295,1926706
7562,,,
7563,,855245,100671
7564,,,
7565,,7912,126126
7566,,49788012,
7567,227,,264626
7568,1,6762,11546
7569,,1471,
7570,534,475591,648665
7571,16,,54149
7572,4179,548072000,173005945
7573,,5519303,
7574,270,247546,575783
7575,1468,154595,4844399
7576,21,,15974
7577,3644,89332267,57300280
7578,3051,32455000,44539245
7579,4160,196100000,183651655
7580,2,,72012
7581,75,,107799
7582,,859503,
7583,1,,9723
7584,2815,26599753,25314753
7585,,,15508
7586,552,652436,3186667
7587,927,134676,5354970
7588,3965,73411521,70592228
7589,10,,16104
7590,2,9469,204512
7591,1094,333276,1405488
7592,,97518,
7593,3355,41859439,48276510
7594,30,,29183
7595,3521,6402656,28264325
7596,,,
7597,13,,8495
7598,4310,93396628,116987516
7599,,,12642
7600,2,274355,694849
7601,,239599,
7602,,3830,10450
7603,2531,2723212,14465535
7604,2790,1696639,17173321
7605,,3348707,
7606,42,,25386
7607,,,
7608,1,6405,3050
7609,,,
7610,4002,111302807,55817425
7611,,41059088,
7612,,1248676,
7613,4165,201972771,121626598
7614,,,
7615,3207,7526100,24278399
7616,3,125953,445740
7617,17,,12804
7618,45,1535,33765
7619,85,94539,71334
7620,24,83376,424667
7621,,,
7622,,63828,
7623,3265,11550815,3900193
7624,3569,16209219,61186570
7625,,188759,
7626,250,,214390
7627,,,
7628,,,
7629,4300,207700000,224543292
7630,3,,12245
7631,27,,13589
7632,,,
7633,,174857,
7634,63,3639,32124
7635,2,20764,53932
7636,,,
7637,44,,73257
7638,3485,20594492,13391791
7639,,641682,
7640,205,,110995
7641,172,445341,844743
7642,,,
7643,580,1612488,2657850
7644,16,283572,15243
7645,477,162336,788675
7646,3967,4398328,10310734
7647,,,
7648,1,31160,28204
7649,450,239840,2404127
7650,46,5738,54094
7651,3364,2487031,15002646
7652,1,131,7181
7653,,34454,
7654,,,
7655,,7740,
7656,30,,42068
7657,4207,63303466,56489153
7658,3181,4494636,8237403
7659,562,3472999,1442988
7660,3,,17200
7661,583,413122,2676410
7662,4,3008,145175
7663,4407,601594234,160891007
7664,,,
7665,5,124596,787460
7666,115,596247,145191
7667,3705,38852060,92002155
7668,172,,69496
7669,,,
7670,1,,39948
7671,,,
7672,,,
7673,3065,19201288,10853945
7674,,,
7675,,194444,
7676,1,,4501
7677,,,
7678,319,58562,232285
7679,,2408,
7680,,976289,
7681,52,29512278,16124375
7682,,8265,
7683,,,
7684,816,,269435
7685,2800,25065912,10619670
7686,3016,12754100,10127625
7687,,,
7688,,,
7689,,,171208
7690,4090,237194665,164870264
7691,1,56219,13755
7692,,173638,
7693,996,8320533,7086632
7694,25,7019,30520
7695,3700,29572767,48947356
7696,580,33287848,9115240
7697,5,91531,399811
7698,,,
7699,,245378,
7700,,704046,
7701,,1627,
7702,4315,67870063,128885266
7703,,,
7704,343,29368,288714
7705,3302,23000000,15083946
7706,69,,60389
7707,,813201,
7708,22,,8316
7709,11,2860,62376
7710,,2542336,
7711,3980,132115435,95947860
7712,3471,97522229,53809574
7713,2803,24914303,16937037
7714,,19212,
7715,,13023,
7716,4,11725570,17094694
7717,201,3589252,354481
7718,,300,
7719,,,
7720,4,356808,339754
7721,308,5980,147595
7722,5,331953,2113
7723,,,
7724,2,1248569,49351
7725,1197,,475488
7726,6,188234,1039866
7727,2820,35694643,38451444
7728,2145,24635047,11315374
7729,4336,1086628014,798588139
7730,,,
7731,,333298,
7732,36,,24322
7733,,,
