salesid,theater_count,international,domestic
2525,2812,189227,13349927
2526,1142,4832833,3287315
2527,3,27604,446165
2528,2,17823577,7085511
2529,165,4312100,8093373
2530,1921,18026038,47642963
2531,26,,103590
2532,17,,153205
2533,5,,22136
2534,3183,72459599,63300095
2535,6,,6273
2536,3054,137820811,130164645
2537,3928,160963300,126631277
2538,3,,109107
2539,2,,11204
2540,2020,1851779,7500310
2541,20,869913,850920
2542,3603,25830861,72006777
2543,1,,163069
2544,2215,48213018,14998070
2545,28,89762248,74273505
2546,2131,3838353,6348315
2547,2,,18918
2548,1,,40227
2549,3,718,115210
2550,63,89227,275380
2551,3153,112800000,82280579
2552,852,26459810,4617608
2553,2,408798,1959420
2554,3164,36130088,32061555
2555,15,795937,65388
2556,1,,9397
2557,1,29260,200010
2558,2310,32941600,31664162
2559,3730,212677264,127706877
2560,2458,59447877,39687694
2561,1,,9936
2562,2423,31595653,25593755
2563,1858,611611,49121934
2564,1,,39081
2565,7,,902115
2566,4,4018941,6623082
2567,2002,18594823,14373825
2568,2,,1924
2569,1,,1796
2570,1,,13850
2571,1,,43129
2572,7,87954837,143495265
2573,1,2567,1476
2574,32,78799569,50980159
2575,2,,20138
2576,4,1100144,50080
2577,,,
2578,18,7795830,84738
2579,3528,297154830,70107728
2580,3,428505,79698
2581,1,404752,161182
2582,1307,,5812781
2583,3475,145278059,217326974
2584,2,,16136
2585,35,58380667,15800078
2586,6,1822309,239495
2587,1,,778
2588,3832,237364303,219961501
2589,2454,102073870,53695808
2590,,,259840
2591,1249,100431771,52898073
2592,2650,2288902,18317151
2593,7,20953784,4443403
2594,16,81340943,93466502
2595,1171,35149,30226144
2596,2,36986197,40222514
2597,4,,267880
2598,1,,6975
2599,2240,17623425,26890041
2600,1,,69348
2601,2213,878729,37931869
2602,1632,8457564,4775656
2603,1337,267175,12981269
2604,3057,83439151,76808654
2605,107,21505120,973018
2606,3411,91253793,80048433
2607,2470,4375214,20668843
2608,2,29811,274661
2609,4,2003063,347578
2610,61,13271555,12898847
2611,1531,1537174,7070641
2612,2605,46413155,38233676
2613,2751,70490185,42754105
2614,7,,25775
2615,2368,23962116,28687835
2616,1977,14025947,7570127
2617,1,,82553
2618,1208,371802,6575282
2619,2436,26159068,31418697
2620,28,26732958,7800825
2621,,13488,
2622,2204,23376217,32241649
2623,3428,142468684,80172128
2624,3847,91644614,71195053
2625,42,4441827,952620
2626,808,19719083,11175164
2627,1122,1345615,3950294
2628,160,155149,251150
2629,3149,78620023,72266306
2630,1,,123731
2631,101,,488393
2632,14,,176545
2633,1196,11363170,10011996
2634,3121,10500665,33479698
2635,1166,51455013,26814957
2636,1,,90287
2637,1,,89169
2638,2706,5263498,45610425
2639,1,,30606
2640,7,3600,159294
2641,9,1468190,1506998
2642,535,2859259,12313694
2643,2,,486021
2644,2,11546,402858
2645,1603,36082345,30060660
2646,1936,10612418,11008770
2647,2729,14468879,24850922
2648,30,,168972
2649,1,,50440
2650,3056,16824159,32862104
2651,1,3392960,44064
2652,2006,,41975388
2653,2,,272791
2654,1,,142666
2655,2753,21853876,25928550
2656,2,,115879
2657,20,,442638
2658,1,,128222
2659,2648,78687064,81159365
2660,1,,12343
2661,1,,56215
2662,35,3800000,1200234
2663,1133,27508998,6003262
2664,1291,313291,10915744
2665,2960,46387782,26638520
2666,,,
2667,2769,9974690,31373938
2668,36,298356,59108
2669,6,21332218,866778
2670,3513,53850663,48006762
2671,5,,23563
2672,276,10668612,5505267
2673,2812,5477719,17432844
2674,1,,71716
2675,23,,113730
2676,,,240476
2677,2,,30591
2678,2700,13324305,43869350
2679,1106,2144330,9511289
2680,2467,39039144,26418667
2681,4,9747791,9427026
2682,2168,16024515,16930884
2683,1,,6873
2684,1052,,7720487
2685,2798,42302847,63172463
2686,46,3161929,109045
2687,20,,124294
2688,3151,77000000,52075270
2689,2543,3676235,60494212
2690,50,,61626
2691,2001,8251527,4598506
2692,2510,5244389,38108728
2693,2,103290,228830
2694,9,3427203,3735717
2695,1,,783969
2696,1,,8663
2697,30,,634379
2698,4105,266567421,318604126
2699,2729,60536004,46012734
2700,1,,165831
2701,6,322237,2344847
2702,,,7197
2703,1,,46011
2704,1,,8443
2705,8,20000,1037128
2706,2,,16513
2707,3606,49448696,43945766
2708,1,,269994
2709,22,,44852
2710,9,300000,2280348
2711,1,,2900
2712,3,607358,554826
2713,3929,275719798,141621490
2714,1,,105651
2715,4260,469534294,317101119
2716,7,7189828,1031872
2717,2,718993,580862
2718,2,534388,434417
2719,3285,262600000,152647258
2720,2,,67505
2721,4,,234286
2722,2467,30454066,52597610
2723,1,,11573
2724,4114,416475940,215434591
2725,5,163,11931
2726,6,,406252
2727,1,307680,944933
2728,2,,156629
2729,4,,11864
2730,2986,98271510,64506874
2731,3505,130766946,134806913
2732,7,2743488,1094998
2733,1,,21489
2734,3911,96420208,130319208
2735,5,,17657973
2736,3012,7923224,32235793
2737,1,,13716
2738,7,,6000
2739,3,,108280
2740,3992,308699861,223808164
2741,3175,207907909,134508551
2742,13,,57297
2743,3965,396287998,227946274
2744,6,1252966,2077046
2745,4,,21291
2746,25,240000,1252100
2747,,,83506
2748,1,,12306
2749,1,,12636
2750,2,,3561
2751,7,,21886
2752,2,,112103
2753,3204,84401560,75986503
2754,2811,141476567,101704370
2755,3011,38845552,11803254
2756,1,,59192
2757,,,
2758,2976,458761592,144130063
2759,2511,36923988,30105968
2760,1,,6627
2761,4366,464894842,533720947
2762,2,4175934,2203641
2763,2,1647281,113662
2764,5,46878,942441
2765,2,,140016
2766,33,7000000,6432256
2767,5,,106100
2768,2,2654825,2962242
2769,3094,27638849,100468793
2770,1,,76173
2771,7,3518653,2511476
2772,2,1156837,172177
2773,2,,224614
2774,2213,1300000,16289867
2775,3760,303268449,102491776
2776,48,737283,4078607
2777,1,131791,6703
2778,3072,15062639,87341380
2779,2707,180167,44089964
2780,1,,56386
2781,6,7881829,3577210
2782,82,,213608
2783,2,,11340
2784,2,,4643
2785,1,,58776
2786,3319,80629943,110515313
2787,,,
2788,527,17484,1835293
2789,2664,46529157,30691439
2790,3452,33533889,35161554
2791,692,81288108,23216709
2792,2784,2357810,6409528
2793,2532,36200787,36316032
2794,103,47888,4886216
2795,18,,821046
2796,,,98672
2797,2714,23153212,48237389
2798,2089,267073,11511323
2799,3,2600,520151
2800,2054,4351395,23530831
2801,3390,47683925,22532572
2802,2123,1481623,4694491
2803,2642,22529851,14190901
2804,1,,50659
2805,,,
2806,,,94901
2807,,,74494
2808,2650,31300000,15298133
2809,98,,351416
2810,2,,60641
2811,9,,77907
2812,1,,83397
2813,2651,107812451,60355347
2814,2,,40864
2815,3152,38400000,40081410
2816,2070,,37105289
2817,2962,23201733,26902075
2818,4,28631,372124
2819,,,
2820,2,,76806
2821,14,7700059,20211394
2822,8,650000,223537
2823,1505,16590604,13367624
2824,11,,132016
2825,2339,11484747,19528602
2826,2464,5557793,39263506
2827,2604,15567861,19219250
2828,7,31311132,13848978
2829,2,,60332
2830,463,1197712,2926565
2831,3510,79144516,101440743
2832,,,719556
2833,9,,82357
2834,1185,1759610,7916887
2835,2704,37500000,41850659
2836,,,
2837,2,,5597
2838,425,,266967
2839,1,,84980
2840,1639,8992,7013191
2841,3215,59703766,94514402
2842,1690,16979566,3073392
2843,1098,61734,4442377
2844,1750,9255850,2775593
2845,2421,2398724,31487293
2846,9,4678614,12796861
2847,502,870157,13011160
2848,7,22093713,5700626
2849,2710,79161864,39394666
2850,5,,46060
2851,2022,9958551,7873007
2852,1,23608,28835
2853,4,17722163,3512016
2854,2461,10232963,31691811
2855,2808,19903,9793406
2856,1,,26976
2857,1,,22406
2858,3376,47085657,40689393
2859,55,,275093
2860,2421,2010000,8402485
2861,1591,2213861,37780486
2862,2030,3041285,25534493
2863,15,78065778,35739802
2864,3623,183833464,90559416
2865,,,
2866,125,,292437
2867,2585,16522145,15740721
2868,3060,61463009,56746769
2869,9,1300000,3083538
2870,,,
2871,10,4287052,7321
2872,4,,14154
2873,2652,1875845,13442412
2874,91,391942,115504
2875,2735,5398360,31457946
2876,2,1839253,470691
2877,4056,419505894,180174880
2878,1,,90066
2879,8,58639,140244
2880,2792,27199871,67300955
2881,2044,263492,12082391
2882,10,242494724,141330703
2883,2642,165526808,49554002
2884,1,,16967
2885,3451,422323651,169368427
2886,4,,26157
2887,3,,268431
2888,3651,213961450,114053579
2889,1,,12686
2890,1,19620,7202
2891,3419,209510305,192769854
2892,3310,48165518,120146040
2893,36,25452072,31841299
2894,2626,81215895,31715062
2895,687,746965,8195551
2896,3,9830914,18622031
2897,1,38788,154084
2898,893,5200,539572
2899,2508,2106557,8050977
2900,,,10342
2901,8,78770468,34194407
2902,2,550351,865695
2903,18,,10958
2904,2160,,915840
2905,15,19744631,33446470
2906,6,126447783,148095302
2907,1671,15754,7503736
2908,3560,158003372,79366978
2909,,45370,
2910,2,223130,3500
2911,4,20396032,26238243
2912,2758,96665504,69951824
2913,3104,39605172,50877145
2914,3434,128300000,97690976
2915,3681,111366960,110101975
2916,6,19598160,14889042
2917,3480,104658260,143153751
2918,2988,202122632,127509326
2919,2509,19200000,19806188
2920,2711,120824345,83107829
2921,5,11628440,2283849
2922,3,56653480,22951340
2923,2,,31631
2924,3226,56434914,58715510
2925,724,160167,10572742
2926,2357,35538402,42670410
2927,130,,921738
2928,3271,49178625,73178547
2929,2534,51290050,51545952
2930,1638,8128501,36843682
2931,3144,39568572,146336178
2932,1,,32677
2933,2,795434,19367
2934,2655,49352514,17303424
2935,81,1084614,166003
2936,,,
2937,1941,13203626,16734283
2938,2344,14182143,28596818
2939,2507,63750351,44277350
2940,2299,50750828,75286229
2941,44,386085,687609
2942,3175,87100004,93953653
2943,2313,17866874,31811527
2944,2364,28400000,25450527
2945,3243,34100000,35922978
2946,3105,27668218,65002019
2947,7,13200000,3149034
2948,49,10638746,36252198
2949,,11764195,118095
2950,,,7986
2951,,,
2952,1,,120712
2953,2,,28044
2954,9,152012,4462332
2955,1271,11266091,19162740
2956,1136,3918026,8742261
2957,5,4456241,125120
2958,1,,28564
2959,1,,129150
2960,11,,73361
2961,1,,13282
2962,1,783000,351059
2963,3611,79466451,107509799
2964,7,,153148
2965,1742,169739,4543320
2966,3187,37931189,67172595
2967,4,5266779,12062558
2968,,,35817
2969,1,3205662,33260
2970,2401,13774028,32752215
2971,2,3117,278356
2972,1,449604,1755134
2973,2574,40506741,40572825
2974,2711,20289492,72013010
2975,3332,106492683,79957634
2976,6,4499757,2536665
2977,1,,62408
2978,55,150102,750587
2979,2331,5071954,12234694
2980,1,,30156
2981,3,294084,871445
2982,1,,27052
2983,2732,23369006,55389516
2984,1,,158741
2985,1862,1509030,16044025
2986,40,,104526
2987,11,,53760
2988,3461,204283568,155064265
2989,1,,102704
2990,11,62000,1081922
2991,1,450232,13439
2992,4,,421307
2993,3,417957,667911
2994,3118,89597017,79576189
2995,2727,3141574,24007324
2996,20,,80283
2997,3255,75307837,64167069
2998,61,,554434
2999,8,1044622,1725141
3000,6,1351022,2026756
3001,2,6500000,569672
3002,18,28771,80136
3003,2803,51814255,37017955
3004,1804,84761741,32011576
3005,1,,60336
3006,2309,9740697,23091010
3007,2,6179934,240159
3008,2541,5703069,68261644
3009,482,,315000
3010,2024,6668866,31853584
3011,1,,115778
3012,11,79378,887918
3013,1161,4740415,1647083
3014,3175,47262776,55250026
3015,3,,308040
3016,3,189889,426688
3017,,,347977
3018,1,,41343
3019,4099,194942603,179883157
3020,3849,129109595,257730019
3021,10,90000,294244
3022,3,1300000,65108
3023,12,,481586
3024,1138,145472,10027047
3025,5,,287198
3026,70,10160264,1827660
3027,3527,357500000,133375846
3028,3,990,60105
3029,212,1500000,934658
3030,4,2000000,3531756
3031,3530,240169323,125322469
3032,2450,6430606,25794018
3033,10,17880957,2656784
3034,4096,224987342,177243721
3035,8,1500000,302232
3036,5,,55513
3037,30,310000,695840
3038,1,,44802
3039,1,28051,3865
3040,3766,438459213,293004164
3041,11,,5290
3042,1,,306140
3043,1,11830,30799
3044,4,656070,9451946
3045,5,,22282
3046,2,,194721
3047,3521,20110271,49438370
3048,1164,11800000,8677425
3049,15,,16100
3050,3269,188165080,277322503
3051,2,,518522
3052,3,314270,4417674
3053,3008,6215752,16222392
3054,8,5665910,5010163
3055,1,,12069
3056,3056,150751686,163958031
3057,1,,98548
3058,9,29800000,5306706
3059,3022,14267444,43337279
3060,4234,434407829,402111870
3061,1,10807,102115
3062,2,1369046,27349
3063,4,32859173,17017811
3064,27,657143,655871
3065,4099,690113112,196573705
3066,3334,115178089,97104620
3067,3,,11004
3068,20,5427272,256682
3069,2,455314,407377
3070,1858,1581813,14800725
3071,1,,5685
3072,6,158912,207121
3073,2,,1134623
3074,4325,627321791,302089278
3075,1,,54526
3076,4,,23412
3077,3697,173381071,119436770
3078,8,5400000,2388804
3079,2750,37173177,41596251
3080,2,,189621
3081,6,22499,26676
3082,2882,116383693,88915214
3083,4,551194,2283291
3084,3106,34350871,25200412
3085,3007,20025260,51855045
3086,1325,2761722,7712114
3087,4,646484,869730
3088,,13158962,
3089,2159,7300000,15515460
3090,1,,46590
3091,7,220000,905209
3092,4007,152267519,150201498
3093,1,,7066
3094,2354,37390752,94125426
3095,38,22909,1274062
3096,2121,7756841,5210988
3097,3049,96807196,115646235
3098,1,,26748
3099,7,,1610163
3100,103,4234319,250617
3101,2,,11408
3102,1838,174642,15122676
3103,1,,106542
3104,4,,139418
3105,,997921,
3106,1,,15676
3107,3165,196140670,120774594
3108,4,792396,2556558
3109,1959,181224,6382178
3110,3105,8951635,20919166
3111,2,223742,167047
3112,10,390000,4033
3113,1,73945,221805
3114,1399,,1391434
3115,1393,2606162,7460204
3116,2,,234540
3117,22,,659483
3118,3121,120906927,66477700
3119,6,3260982,3820700
3120,1,10362,44344
3121,1,,46710
3122,2251,6264356,33862903
3123,4,,627436
3124,70,181475,242578
3125,1611,26000,10823158
3126,2502,21467122,20534907
3127,1661,16810105,31749894
3128,1,16150,170295
3129,5,1428707,32917
3130,3,,53723
3131,2665,14770515,11965282
3132,8,,149530
3133,2745,1979108,10275638
3134,19,12775454,4444637
3135,3119,111957402,124870275
3136,3,,69705
3137,2702,15738608,16204793
3138,1898,13167904,22965110
3139,21,966362,200730
3140,2505,8454347,33316821
3141,4,4758134,14363397
3142,,310555,
3143,,,110175
3144,1,,8449
3145,1,,33745
3146,3096,57772109,22455510
3147,120,154,1429299
3148,2506,6702578,10330853
3149,12,86264224,107918810
3150,2951,81090578,38577772
3151,14,,62500
3152,,,156612
3153,6,21131782,9228788
3154,1,,3911
3155,1,,11799
3156,14,9712,950675
3157,1707,14263567,18451251
3158,1721,5812788,13077184
3159,3036,26646310,75590286
3160,1,,195037
3161,2,,17738
3162,4,17077822,12574914
3163,1,2598783,104979
3164,3000,63244763,109205660
3165,186,65719,4157223
3166,3,,11495
3167,6,3750009,449865
3168,10,,52429
3169,1,,102463
3170,2890,57802054,73357727
3171,119,8136973,1588087
3172,,,402088
3173,2734,165000,29062561
3174,3735,21890189,77233467
3175,820,5476502,14279575
3176,6,2088582,404122
3177,3014,22085176,19551067
3178,2754,25707362,14046595
3179,48,630000,93388
3180,3036,42059110,27693292
3181,1,,31160
3182,2,4800,115155
3183,,,7246
3184,4,,203305
3185,3,1597,101215
3186,1,,56436
3187,1,,16392
3188,1,,281350
3189,2635,19304783,15051977
3190,2527,23268704,26218170
3191,2443,34920023,32428195
3192,3404,591565581,166112167
3193,2,,18087
3194,4,25998172,21002919
3195,3,,38245
3196,4,635292,1109660
3197,1,,36689
3198,2,,57769
3199,3,,18521
3200,2,119000000,627047
3201,4,,12038
3202,1,,9580
3203,3035,66802053,42194060
3204,3110,49746319,255959475
3205,1,,17896
3206,4024,390934093,296623634
3207,4,,1190003
3208,2503,24087009,38122883
3209,3425,45612244,49492060
3210,2,166596479,104400899
3211,111,21092462,8114270
3212,1,44777735,15433
3213,12,,337356
3214,1915,7672162,15988876
3215,2088,16499713,28544157
3216,2133,,9208876
3217,8,310000,25339
3218,8,,5107
3219,1007,10588,397641
3220,,,130441
3221,15,83019358,83823381
3222,9,18966379,9176000
3223,2125,87022647,37491364
3224,3,50780216,44114232
3225,11,19000,41430
3226,1,,165509
3227,4,7945509,39471742
3228,1,,3457
3229,3452,2085391916,760507625
3230,2718,50900479,29580087
3231,4,37307254,19676965
3232,20,20877619,11001272
3233,3700,223868601,219614612
3234,3626,289409533,209028679
3235,48,56663000,7689607
3236,6,,119790
3237,,,207473
3238,74,,88335
3239,2523,21343926,30101577
3240,2511,6700000,25918920
3241,1,,10501
3242,4,,9309
3243,1873,4400000,15285588
3244,1,,39033
3245,2,5547617,374675
3246,3111,63915758,94835059
3247,2924,22445752,24307106
3248,7,,341323
3249,2545,3344243,12482741
3250,2476,27479494,40168080
3251,441,47658,3777210
3252,3344,52588130,60022256
3253,3066,39498566,43313890
3254,4,,711421
3255,2,,102645
3256,2456,11116304,32680633
3257,3,2099237,621859
3258,2969,62018667,80014842
3259,1,,25846
3260,106,48286888,246177
3261,1,,26185
3262,3356,134282571,88768303
3263,3222,80444474,62189884
3264,3665,107083674,110485654
3265,1,,32790
3266,1,,9408
3267,95,,109383
3268,15,,22464
3269,,,5992
3270,2991,171448848,128012934
3271,4,49990942,15541549
3272,9,5772,100688
3273,3150,11034429,44875481
3274,15,,225341
3275,1,,73544
3276,3,,544890
3277,2477,17321945,39123589
3278,7,,318623
3279,3728,691300000,334191110
3280,1936,12069640,27163593
3281,1,2892507,690290
3282,2,,11183
3283,3003,62025683,35497337
3284,1605,1155265,20255281
3285,2212,37437880,19068240
3286,2956,16670117,32010860
3287,1,,7943
3288,1,,25572
3289,2,1502203,6671283
3290,3077,12950686,64003625
3291,3,3128812,4234170
3292,2521,4253231,13942007
3293,3074,68747609,67061228
3294,244,1704959,3573673
3295,2,793703,619162
3296,350,10101357,3075255
3297,1,,66166
3298,2754,15697891,50269859
3299,4055,277289760,217581232
3300,1,,29866
3301,6,,133411
3302,5,,80741
3303,2673,29728564,62950384
3304,3777,330000000,163214888
3305,1,,115592
3306,7,,13722
3307,,15461,70066
3308,8,1934,115862
3309,1,,7376
3310,2155,735215,60095852
3311,41,2373329,108596
3312,3374,53557629,98711404
3313,897,388865,2848587
3314,,,
3315,2,334716,406216
3316,3,,200899
3317,2459,6237886,42739347
3318,8,3841439,3291250
3319,4,,22878
3320,3065,49459831,48071303
3321,2,,6569
3322,1,860000,493296
3323,193,2065819,1475746
3324,417,2841922,1089445
3325,,,
3326,1206,67365211,19422319
3327,1,,23889
3328,1,,109895
3329,3,,15389
3330,3280,37791172,37490007
3331,2936,6272408,23591432
3332,3332,54654610,63075011
3333,2997,21709712,17630465
3334,19,10204925,1818681
3335,1,,6780
3336,5,533088,4033574
3337,5,728756,20930
3338,534,4826496,7320323
3339,9,,176865
3340,1,,7199
3341,4380,308723058,312433331
3342,4,5426670,1110509
3343,15,,29731
3344,1,,42273
3345,2,3172,21826
3346,1,4303513,13461
3347,1,,15930
3348,1831,327302,21540363
3349,2968,29116085,53032453
3350,2,10504168,55804
3351,33,,883887
3352,3503,216971858,105487148
3353,1,,12232
3354,3,,110594
3355,1,,12085
3356,3,,303064
3357,,,67519
3358,207,15469924,1685269
3359,2551,104295,8525600
3360,33,,615028
3361,4359,517507886,238736787
3362,4,,4360548
3363,3445,199333086,95347692
3364,2,38372869,619423
3365,,,530491
3366,4,17561883,1259693
3367,1,,42392
3368,1,,6783
3369,2697,31841401,61153526
3370,2859,48512786,47059963
3371,3213,56251142,33644788
3372,5,7073,550472
3373,2450,11532324,17010170
3374,1,,5427
3375,7,,2930687
3376,3535,100019072,77222099
3377,3663,175183320,176591618
3378,1,,54543
3379,4,9600048,6531503
3380,1,,1909
3381,16,,100280
3382,4,2593960,7468936
3383,2825,475579,10547117
3384,4,,128203
3385,1,5236092,217277
3386,4028,653874642,415004880
3387,3098,182328335,76423035
3388,3534,110221814,162001186
3389,2,99709,1330894
3390,1,70000,198600
3391,11,8264,137885
3392,4468,405571077,300531751
3393,3169,187941694,131772187
3394,1,,17921
3395,3476,291950588,251513985
3396,2669,75233701,52000688
3397,7,15464104,20811365
3398,2,,181039
3399,5,18500000,27766
3400,3504,154835329,63150991
3401,3792,436006270,292576195
3402,2,,81680
3403,1,700975,30638
3404,1,2316,256242
3405,3,,272040
3406,1,,281447
3407,1,,7924
3408,2719,1302619,26167002
3409,3612,172339126,118311368
3410,1,,32961
3411,3705,69440630,43585753
3412,2718,17271821,31206263
3413,2911,13770165,73026337
3414,4,1651372,9176933
3415,4,,21878
3416,1,,23671
3417,5,,11777
3418,2,38731,453377
3419,5,257743,1603616
3420,45,2539423,1755212
3421,2,1596701,368088
3422,252,,754301
3423,10,1438159,166980
3424,3651,51716492,119219978
3425,,,5100135
3426,231,,183920
3427,7,7034644,1044039
3428,3082,126024779,80574010
3429,64,7790133,754836
3430,3270,165199650,103068524
3431,1,,19137
3432,4,,320486
3433,3233,44763484,36661504
3434,1973,,24719879
3435,33,21134687,4806750
3436,2,23070560,276901
3437,2012,22100000,27758465
3438,4,,798940
3439,12,7761478,123570
3440,2206,12842548,57744720
3441,2874,29131550,41034350
3442,1,64317,246574
3443,2823,32344347,35606376
3444,3030,25799691,17804299
3445,1,,288328
3446,2670,19777324,26593646
3447,1,,20450
3448,,,5000
3449,4,,11711
3450,1,,33024
3451,16,6698962,113568
3452,3,,167508
3453,19,328662,408983
3454,177,,200393
3455,2,155123,127564
3456,3203,235745624,60128566
3457,2,,106524
3458,700,,636706
3459,2,,336386
3460,4,8739066,2434652
3461,2625,23851086,25107267
3462,12,561391,3237343
3463,2809,29674459,33679655
3464,2856,17799257,58401464
3465,4,,541992
3466,1,,8300
3467,2861,60380619,92186262
3468,6,35287932,3247816
3469,11,20226147,1044143
3470,3,1129281,337997
3471,6,,617334
3472,3575,84041404,55675313
3473,2548,7136892,25702053
3474,2211,15511976,13261851
3475,1,,20615
3476,20,71597,101270
3477,68,,62000
3478,2021,16135464,12134935
3479,1,,3394
3480,2771,127959441,96962694
3481,12,1185420,93051
3482,2,3487423,4311834
3483,742,269322,6363628
3484,,1642939,
3485,,,
3486,3150,52513156,53374681
3487,1,,112036
3488,2572,1983035,14744435
3489,4,6339863,1445366
3490,3072,676734,59699513
3491,6,2254942,1810078
3492,4,6167359,560391
3493,2,1473627,145526
3494,11,5029284,6797696
3495,2,,9812
3496,,,
3497,6,75913329,32746941
3498,1,,43710
3499,2,,4115
3500,,,
3501,3216,92759125,84752907
3502,,,
3503,1,,11445
3504,1,,68719
3505,,,
3506,3,5402429,237301
3507,2808,88025106,45710178
3508,1,,594
3509,1,,12095
3510,1,,187716
3511,10,203062,152857
3512,4,5204856,109338
3513,4,41881941,18335230
3514,3,,189416
3515,3355,111200000,100539043
3516,2127,288175,37729698
3517,8,8297686,310007
3518,1,,33841
3519,3944,173471355,148415853
3520,5,323310,21087
3521,2518,28783338,31011732
3522,41,7876,62713
3523,2880,46848618,21416355
3524,1,32475,391674
3525,3207,84157979,81562942
3526,1,,46380
3527,4125,656469821,296131568
3528,1,16738,3697
3529,3,14548827,1095369
3530,2564,46107265,21148651
3531,55,,317831
3532,3,,304020
3533,3037,51112020,39440655
3534,2454,12552925,23240020
3535,2455,70349316,32367005
3536,3603,384077883,200821936
3537,1,,38083
3538,2,291593,582024
3539,2,4616,100202
3540,18,224312032,106954678
3541,4,,76185
3542,6,,178308
3543,1,76409,236347
3544,1622,2847985,5666340
3545,14,,22083
3546,3555,313800000,104386950
3547,4,35645379,93617009
3548,5,,277943
3549,2756,211100212,67631157
3550,7,232317,2039869
3551,5,3975976,2229058
3552,3515,104528679,100246011
3553,2,383066,20218921
3554,3536,162211974,148438600
3555,7,15237476,1785645
3556,3047,81033923,171243005
3557,1,,5006
3558,2546,189238587,42779261
3559,6,16799907,3205706
3560,4,6828348,9737892
3561,2816,66299372,24827228
3562,1,,32869
3563,42,1343015,7502560
3564,3,,46029
3565,2940,22071575,48475290
3566,3584,130375461,98780042
3567,1,,46623
3568,,,
3569,3018,78565858,70662220
3570,106,125355,4444612
3571,678,23805693,2719296
3572,256,1100069,3033623
3573,1,7932,118919
3574,2703,47225895,29121498
3575,2985,64096354,33047633
3576,1,,55366
3577,1,,141358
3578,2787,85747788,23209310
3579,2,1430104,25423
3580,2534,15245600,37300107
3581,3,,25517
3582,5,4873834,85526
3583,15,1001029,6861102
3584,1,,7826
3585,2994,93770307,99967670
3586,3105,26020215,73013910
3587,1,,49001
3588,2296,19503507,19490041
3589,1,,85974
3590,1,,10357
3591,2821,44417036,37915414
3592,30,,24554
3593,1,,48644
3594,1,,14400
3595,4,,635325
3596,3043,72436686,63686397
3597,1,,22729
3598,2950,42112741,45060734
3599,352,,2430735
3600,1952,10162659,27865571
3601,2,734906,216110
3602,3917,122246993,123477607
3603,2003,648536,6928068
3604,2840,64435680,62495645
3605,,,64014
3606,1,,39475
3607,3417,129911547,83552429
3608,3,,22554
3609,4,,11514
3610,1,,1591034
3611,4,22741195,11242660
3612,5,,1188194
3613,1,,33833
3614,3117,18157000,21392758
3615,1,,21527
3616,3030,54016280,37662162
3617,,,
3618,1,744228,1510026
3619,6,,29683
3620,3,18360936,44348
3621,2756,76315464,79249455
3622,2802,63749161,37412945
3623,2707,29135886,58009200
3624,32,42865,258538
3625,5,1689788,10179275
3626,1,,242706
3627,4,,377014
3628,3,,14351
3629,7,32533743,1618844
3630,3033,53365887,36392502
3631,5,,31056
3632,102,,30100
3633,1,,77466
3634,3579,80408777,108085305
3635,2408,45861736,54009150
3636,5,580544,100370
3637,2961,85716272,54712227
3638,11,266217,327716
3639,28,,120016
3640,1,,8020
3641,1,,116037
3642,,,
3643,1,,174796
3644,3276,14752546,33035397
3645,3,,22270
3646,2535,25084575,40259119
3647,2,,102541
3648,2,892156,977772
3649,2,,33042
3650,2214,3282065,43853424
3651,2769,4525193,21596445
3652,1,2676313,14566
3653,1,,15378
3654,,,
3655,,,
3656,3827,343900000,143619809
3657,3305,57808662,38180928
3658,,,
3659,707,4369207,11538204
3660,,,
3661,1220,7517860,15428747
3662,1,,13400
3663,18,145257,638476
3664,1,646237,33245
3665,9,13265,124791
3666,,6842,3178
3667,2817,58100000,58709717
3668,1,,21610
3669,5,4064709,5304920
3670,875,4907187,1186538
3671,,,
3672,13,,87727
3673,3644,420132129,210031325
3674,2730,632964,10130219
3675,2,,13826
3676,10,,6400
3677,,,1279
3678,,500,
3679,6,61500,27000
3680,2,131581,703372
3681,2035,863207,37295394
3682,10,12534432,112087
3683,2,,3669
3684,2904,26037627,39046489
3685,22,4075222,970816
3686,,,
3687,259,2951656,1069334
3688,3955,268295994,181030624
3689,2918,120420305,169211718
3690,1,,20840
3691,218,108879,2712131
3692,42,,382946
3693,1,,60630
3694,,,
3695,2864,55017400,29136626
3696,2,,19412
3697,,7300,
3698,3,23425,332306
3699,50,,29000
3700,6,105458551,56816662
3701,4155,804642000,241071802
3702,3925,499588484,165249063
3703,3615,332300000,254464305
3704,4,48416161,13305665
3705,1,10515,32977
3706,4,53976,77247
3707,5,8523513,5790894
3708,2,49991,1926
3709,,13302,
3710,1,,100237
3711,4,4114335,467602
3712,2,,122959
3713,3641,209000000,146408305
3714,,3394,
3715,19,3659927,501360
3716,2524,2016232,15013650
3717,,,
3718,3,,40294
3719,3379,130968566,127004179
3720,6,1424259,2030962
3721,3,,61759
3722,1,,17981
3723,4,487797,4036175
3724,3816,102934320,116601172
3725,610,558794,1430241
3726,4,124999,1759252
3727,,,
3728,3049,115156141,100292856
3729,4115,368704508,191450875
3730,24,,267965
3731,,,
3732,24,966898,391942
3733,1,1350,5558
3734,4088,771403536,352390543
3735,2973,25840890,35608245
